Time (s),Source voltage (V),Load voltage (V),Curr sense voltage (V),Current (mA)
0.027197599411010742,0.0032500000000000003,0.32837500000000003,0.0032500000000000003,32.5
0.25524473190307617,0.325125,0.3285,0.0032500000000000003,32.5
0.4836423397064209,0.325125,0.328625,0.0032500000000000003,32.5
0.7120180130004883,0.325125,0.3285,0.0032500000000000003,32.5
0.9404902458190918,0.3255,0.3285,0.0032500000000000003,32.5
1.1689677238464355,0.32475,0.32825,0.0032500000000000003,32.5
1.3974525928497314,0.325375,0.32837500000000003,0.0032500000000000003,32.5
1.6261305809020996,0.3255,0.32875,0.0032500000000000003,32.5
1.8546037673950195,0.325375,0.328625,0.003375,33.74999999999999
2.0830814838409424,0.325125,0.3285,0.0032500000000000003,32.5
2.3115580081939697,0.325125,0.32837500000000003,0.0032500000000000003,32.5
2.5401408672332764,0.325125,0.32837500000000003,0.003375,33.74999999999999
2.7689361572265625,0.325125,0.32837500000000003,0.0032500000000000003,32.5
2.997371196746826,0.325125,0.3285,0.0032500000000000003,32.5
3.2258613109588623,0.325125,0.32837500000000003,0.0032500000000000003,32.5
3.454332113265991,0.32525,0.328625,0.0032500000000000003,32.5
3.6830198764801025,0.325375,0.3285,0.0032500000000000003,32.5
3.911607265472412,0.32475,0.327875,0.0032500000000000003,32.5
4.14021372795105,0.324625,0.327625,0.0032500000000000003,32.5
4.373181343078613,0.324875,0.32825,0.0032500000000000003,32.5
4.601096153259277,0.325,0.32837500000000003,0.0032500000000000003,32.5
4.829634666442871,0.324875,0.328,0.0032500000000000003,32.5
5.061479330062866,0.325375,0.32825,0.0032500000000000003,32.5
5.289628267288208,0.325125,0.32825,0.0032500000000000003,32.5
5.53393030166626,0.324875,0.328125,0.0032500000000000003,32.5
5.762230396270752,0.325125,0.32837500000000003,0.0032500000000000003,32.5
5.9910948276519775,0.325,0.32837500000000003,0.0032500000000000003,32.5
6.219254732131958,0.325,0.32825,0.0032500000000000003,32.5
6.448391675949097,0.32525,0.3285,0.0032500000000000003,32.5
6.67655873298645,0.324875,0.328125,0.0032500000000000003,32.5
6.904794454574585,0.324875,0.32837500000000003,0.0032500000000000003,32.5
7.1334662437438965,0.32525,0.3285,0.0032500000000000003,32.5
7.362929344177246,0.324875,0.328125,0.003375,33.74999999999999
7.592121601104736,0.3255,0.32875,0.0032500000000000003,32.5
7.820147514343262,0.32525,0.328625,0.0032500000000000003,32.5
8.048194169998169,0.325125,0.328625,0.0032500000000000003,32.5
8.276581287384033,0.325125,0.32825,0.0032500000000000003,32.5
8.504860877990723,0.324875,0.32825,0.003375,33.74999999999999
8.733480453491211,0.325375,0.328625,0.0032500000000000003,32.5
8.962635517120361,0.325125,0.328625,0.0032500000000000003,32.5
9.190754652023315,0.325,0.32837500000000003,0.0032500000000000003,32.5
9.419668674468994,0.325125,0.3285,0.0032500000000000003,32.5
9.648827314376831,0.32475,0.32837500000000003,0.0032500000000000003,32.5
9.877533197402954,0.324875,0.328125,0.0032500000000000003,32.5
10.105571269989014,0.324875,0.32825,0.0032500000000000003,32.5
10.334261178970337,0.32525,0.32875,0.0032500000000000003,32.5
10.563510417938232,0.325125,0.3285,0.0032500000000000003,32.5
10.791848421096802,0.325,0.32837500000000003,0.0032500000000000003,32.5
11.020050525665283,0.3255,0.3285,0.0032500000000000003,32.5
11.248557806015015,0.325,0.32837500000000003,0.0032500000000000003,32.5
11.478119373321533,0.325,0.32837500000000003,0.003375,33.74999999999999
11.706096649169922,0.325125,0.3285,0.003375,33.74999999999999
11.934781551361084,0.325,0.32837500000000003,0.0032500000000000003,32.5
12.163446426391602,0.325,0.32825,0.0032500000000000003,32.5
12.392139911651611,0.325125,0.32837500000000003,0.0032500000000000003,32.5
12.6208336353302,0.32525,0.32837500000000003,0.003375,33.74999999999999
12.84951376914978,0.32525,0.32875,0.003375,33.74999999999999
13.078610181808472,0.325625,0.32875,0.003375,33.74999999999999
13.306833982467651,0.325625,0.329,0.0032500000000000003,32.5
13.535276651382446,0.3255,0.32875,0.0032500000000000003,32.5
13.763522863388062,0.3255,0.32875,0.0032500000000000003,32.5
13.992587327957153,0.325625,0.32875,0.003375,33.74999999999999
14.220747709274292,0.325625,0.32887500000000003,0.0032500000000000003,32.5
14.449914455413818,0.3255,0.328625,0.0032500000000000003,32.5
14.678173065185547,0.32525,0.328625,0.0032500000000000003,32.5
14.907334089279175,0.32575,0.32887500000000003,0.0032500000000000003,32.5
15.135414361953735,0.344875,0.34950000000000003,0.0035,34.99999999999999
15.363502502441406,0.356125,0.360375,0.003625,36.25
15.592466115951538,0.531375,0.546,0.005625,56.24999999999999
15.820988655090332,0.57925,0.5846250000000001,0.005875,58.75
16.049175262451172,0.5585,0.563625,0.005625,56.24999999999999
16.277480840682983,0.5555,0.5615,0.005625,56.24999999999999
16.506377458572388,0.5553750000000001,0.560875,0.005625,56.24999999999999
16.7370126247406,0.55525,0.5605,0.005625,56.24999999999999
16.96540594100952,0.55475,0.560375,0.005625,56.24999999999999
17.193872690200806,0.5545,0.56025,0.005625,56.24999999999999
17.423277378082275,0.554625,0.560375,0.005625,56.24999999999999
17.652798891067505,0.55425,0.56,0.005625,56.24999999999999
17.881481170654297,0.5690000000000001,0.576875,0.005875,58.75
18.11079430580139,0.5670000000000001,0.572625,0.00575,57.49999999999999
18.339948892593384,0.557,0.562625,0.005625,56.24999999999999
18.568169832229614,0.55825,0.563875,0.005625,56.24999999999999
18.796348810195923,0.556625,0.56275,0.005625,56.24999999999999
19.02546215057373,0.55875,0.5650000000000001,0.00575,57.49999999999999
19.25370216369629,0.586125,0.591375,0.005875,58.75
19.483189344406128,0.579125,0.58375,0.005875,58.75
19.711390256881714,0.578125,0.584,0.005875,58.75
19.939754486083984,0.581375,0.586875,0.005875,58.75
20.168044805526733,0.5805,0.58675,0.006,60.0
20.39676332473755,0.619375,0.62525,0.00625,62.5
20.62545347213745,0.6228750000000001,0.628625,0.0063750000000000005,63.75
20.85384464263916,0.630875,0.637125,0.006500000000000001,65.0
21.082103967666626,0.64025,0.64625,0.006500000000000001,65.0
21.31075358390808,0.64225,0.649,0.006500000000000001,65.0
21.539035320281982,0.661625,0.668375,0.00675,67.49999999999999
21.766960382461548,0.664125,0.671875,0.00675,67.49999999999999
21.99521827697754,0.669375,0.6775,0.00675,67.49999999999999
22.22347140312195,0.68325,0.6900000000000001,0.007,69.99999999999999
22.452656507492065,0.6845,0.692125,0.006875,68.74999999999999
22.68082046508789,0.72675,0.735375,0.0073750000000000005,73.75
22.908868551254272,0.757125,0.7695,0.00775,77.5
23.13690972328186,0.801,0.813625,0.00825,82.5
23.367451667785645,0.818875,0.82825,0.008375,83.75
23.59547209739685,0.831125,0.84025,0.0085,85.0
23.823503971099854,0.880375,0.897,0.009125,91.24999999999999
24.052438020706177,0.92875,0.938875,0.0095,94.99999999999999
24.280843019485474,0.929125,0.940625,0.0095,94.99999999999999
24.509846448898315,0.93375,0.9435,0.0095,94.99999999999999
24.738041400909424,0.9485,0.95775,0.009625,96.24999999999999
24.967124700546265,0.936125,0.94525,0.0095,94.99999999999999
25.195231914520264,0.936625,0.9460000000000001,0.0095,94.99999999999999
25.424827814102173,0.9400000000000001,0.949875,0.0095,94.99999999999999
25.653807163238525,0.94075,0.95025,0.0095,94.99999999999999
25.882126569747925,0.966875,0.976625,0.009875,98.74999999999999
26.110811710357666,0.9795,0.989,0.01,99.99999999999999
26.33943486213684,0.995125,1.0073750000000001,0.010125,101.24999999999999
26.56864833831787,1.03375,1.046375,0.010625,106.25
26.796952724456787,1.0505,1.06375,0.010750000000000001,107.5
27.025076627731323,1.05675,1.069375,0.010750000000000001,107.5
27.253896713256836,1.082375,1.094375,0.011,109.99999999999999
27.48312282562256,1.125875,1.136875,0.0115,114.99999999999999
27.711447715759277,1.1375,1.149125,0.011625,116.24999999999999
27.93950867652893,1.138625,1.1505,0.011625,116.24999999999999
28.168217420578003,1.145875,1.157875,0.011625,116.24999999999999
28.39736795425415,1.14825,1.161,0.01175,117.5
28.625508546829224,1.16475,1.17775,0.011875,118.75
28.853688955307007,1.169125,1.181125,0.011875,118.75
29.08219027519226,1.183375,1.19575,0.012125,121.25
29.31159234046936,1.189,1.20075,0.012125,121.25
29.540623664855957,1.187375,1.19975,0.012125,121.25
29.768850803375244,1.188625,1.201375,0.012125,121.25
29.997474431991577,1.213,1.226,0.012375,123.75
30.226041555404663,1.214375,1.226875,0.012375,123.75
30.455262899398804,1.2297500000000001,1.241875,0.0125,125.0
30.683395385742188,1.255125,1.26975,0.012750000000000001,127.5
30.91241765022278,1.335,1.35625,0.01375,137.49999999999997
31.140783309936523,1.3805,1.3940000000000001,0.014125,141.25
