Time (s),Source voltage (V),Load voltage (V),Curr sense voltage (V),Current (mA)
9.638094425201416,0.40175,0.405875,0.004,40.0
9.867256879806519,0.402125,0.406125,0.004,40.0
10.095783233642578,0.402125,0.406,0.004,40.0
10.323720216751099,0.402125,0.406125,0.004,40.0
10.55182671546936,0.401875,0.406,0.004,40.0
10.780573606491089,0.40175,0.405625,0.004,40.0
11.010035753250122,0.402,0.405875,0.004,40.0
11.23822021484375,0.402125,0.406,0.004,40.0
11.466917514801025,0.40175,0.40575,0.004,40.0
11.695005178451538,0.402,0.40575,0.004,40.0
11.923346519470215,0.401875,0.406,0.004,40.0
12.151496410369873,0.401875,0.406,0.004,40.0
12.37957763671875,0.402,0.406,0.004,40.0
12.608180046081543,0.40175,0.40575,0.004,40.0
12.838881254196167,0.402125,0.406125,0.004,40.0
13.067615747451782,0.402,0.406125,0.004,40.0
13.29623007774353,0.40225,0.405875,0.004,40.0
13.52460265159607,0.401875,0.40575,0.004,40.0
13.754661083221436,0.402,0.406,0.004,40.0
13.982848167419434,0.40225,0.40625,0.004,40.0
14.210917711257935,0.402375,0.40625,0.004,40.0
14.439662218093872,0.40175,0.40575,0.004,40.0
14.668012857437134,0.40175,0.406,0.004,40.0
14.897092342376709,0.402125,0.406,0.004,40.0
15.125324010848999,0.402,0.405875,0.004,40.0
15.353639841079712,0.402,0.406125,0.004,40.0
15.58172607421875,0.40225,0.40625,0.004,40.0
15.810789346694946,0.402125,0.405875,0.004,40.0
16.039780139923096,0.401625,0.405625,0.004,40.0
16.26781177520752,0.402,0.405875,0.004,40.0
16.49599838256836,0.402,0.406,0.004,40.0
16.724159002304077,0.402125,0.406125,0.004,40.0
16.95287036895752,0.43725,0.449125,0.0045000000000000005,45.00000000000001
17.18092918395996,0.54925,0.55825,0.005625,56.24999999999999
17.409411191940308,0.593375,0.610125,0.006125,61.25
17.637531280517578,0.637875,0.643625,0.0063750000000000005,63.75
17.86627745628357,0.634625,0.641875,0.0063750000000000005,63.75
18.094339609146118,0.636625,0.64275,0.0063750000000000005,63.75
18.322537183761597,0.64725,0.65375,0.006500000000000001,65.0
18.551913022994995,0.6525,0.658375,0.006500000000000001,65.0
18.78078556060791,0.650375,0.656625,0.006500000000000001,65.0
19.00888204574585,0.658625,0.6655,0.006500000000000001,65.0
19.236907958984375,0.6655,0.6725,0.006625,66.24999999999999
19.46597671508789,0.6775,0.68625,0.00675,67.49999999999999
19.694193601608276,0.676625,0.684,0.00675,67.49999999999999
19.922319650650024,0.695875,0.704125,0.007,69.99999999999999
20.150398015975952,0.734625,0.742125,0.0073750000000000005,73.75
20.381105184555054,0.74075,0.74825,0.0073750000000000005,73.75
20.609894514083862,0.74125,0.7485,0.0073750000000000005,73.75
20.83888268470764,0.746375,0.753875,0.0075,75.0
21.06753396987915,0.743625,0.751,0.0073750000000000005,73.75
21.296088218688965,0.74325,0.750625,0.0073750000000000005,73.75
21.524205446243286,0.744125,0.7515000000000001,0.0073750000000000005,73.75
21.754542589187622,0.761625,0.770875,0.007625,76.25
21.982882499694824,0.7761250000000001,0.784375,0.00775,77.5
22.211460828781128,0.804,0.812125,0.008,80.0
22.44324564933777,0.828125,0.841125,0.008375,83.75
22.671513557434082,0.8865000000000001,0.895875,0.00875,87.50000000000001
22.900195121765137,0.883875,0.8925000000000001,0.008875000000000001,88.75000000000001
23.1284236907959,0.879,0.887625,0.00875,87.50000000000001
23.35679578781128,0.878625,0.887125,0.00875,87.50000000000001
23.585798740386963,0.879,0.88775,0.00875,87.50000000000001
23.814797401428223,0.880625,0.889375,0.00875,87.50000000000001
24.043041229248047,0.882875,0.891625,0.00875,87.50000000000001
24.27156138420105,0.88425,0.892625,0.008875000000000001,88.75000000000001
24.502694606781006,0.884375,0.892875,0.008875000000000001,88.75000000000001
24.73161768913269,0.886625,0.8951250000000001,0.008875000000000001,88.75000000000001
24.96349024772644,0.874375,0.8825000000000001,0.00875,87.50000000000001
25.19231104850769,0.8718750000000001,0.8805000000000001,0.008625,86.25000000000001
25.42066526412964,0.87125,0.8798750000000001,0.00875,87.50000000000001
25.648862838745117,0.89375,0.903375,0.009000000000000001,90.00000000000001
25.878079652786255,0.90275,0.9137500000000001,0.009000000000000001,90.00000000000001
26.10720992088318,1.007625,1.0386250000000001,0.010375,103.75
26.335933923721313,1.16375,1.17825,0.011625,116.24999999999999
26.56460404396057,1.324,1.341,0.01325,132.49999999999997
26.79351544380188,1.362125,1.3755,0.013625,136.24999999999997
27.02187180519104,1.3780000000000001,1.391875,0.01375,137.49999999999997
27.250163793563843,1.386875,1.401375,0.013875,138.74999999999997
27.478442907333374,1.413125,1.4332500000000001,0.01425,142.5
27.7076199054718,1.4621250000000001,1.4781250000000001,0.014625,146.25
27.935835361480713,1.473625,1.490375,0.014875000000000001,148.75
28.164260625839233,1.47675,1.491125,0.014750000000000001,147.5
28.39525866508484,1.480875,1.496875,0.014875000000000001,148.75
28.624414443969727,1.4845,1.4993750000000001,0.014875000000000001,148.75
28.85298466682434,1.4857500000000001,1.50075,0.014875000000000001,148.75
29.08157753944397,1.494625,1.50925,0.015,150.0
29.30971384048462,1.491125,1.50575,0.014875000000000001,148.75
29.538445711135864,1.4933750000000001,1.508875,0.015,150.0
29.767131805419922,1.4977500000000001,1.5130000000000001,0.015,150.0
29.995562314987183,1.51275,1.52825,0.015125,151.25
30.227436542510986,1.514875,1.53025,0.015125,151.25
30.45665144920349,1.5811250000000001,1.597875,0.015875,158.75
30.684879064559937,1.5735000000000001,1.588875,0.01575,157.5
30.913976907730103,1.5715000000000001,1.58725,0.01575,157.5
31.143014430999756,1.57,1.5855000000000001,0.01575,157.5
31.37093997001648,1.583,1.599875,0.015875,158.75
31.59907102584839,1.592125,1.60925,0.016,160.0
31.82807421684265,1.639875,1.655875,0.0165,165.0
32.056594371795654,1.67175,1.69075,0.016875,168.75
32.284785747528076,1.68,1.697,0.016875,168.75
32.5135178565979,1.68225,1.69975,0.016875,168.75
32.74434971809387,1.68775,1.7045000000000001,0.017,170.0
32.972970724105835,1.688125,1.704625,0.017,170.0
33.201072692871094,1.6875,1.704375,0.017,170.0
33.42934465408325,1.690125,1.7081250000000001,0.017,170.0
33.658771991729736,1.6952500000000001,1.7121250000000001,0.017,170.0
33.88712954521179,1.6995,1.71725,0.017125,171.25
34.1155366897583,1.76125,1.77925,0.017750000000000002,177.50000000000003
34.344223737716675,1.7690000000000001,1.788875,0.017875000000000002,178.75000000000003
34.57341003417969,1.777375,1.79525,0.017875000000000002,178.75000000000003
34.80267786979675,1.776375,1.7945,0.017875000000000002,178.75000000000003
35.03087282180786,1.778375,1.795875,0.017875000000000002,178.75000000000003
35.258984088897705,1.7770000000000001,1.7955,0.017875000000000002,178.75000000000003
35.48753499984741,1.8015,1.821125,0.01825,182.49999999999997
35.71569347381592,1.8623750000000001,1.89075,0.018875,188.74999999999997
35.9438738822937,1.9608750000000001,1.9805000000000001,0.019875,198.74999999999997
36.17209506034851,1.964625,1.9841250000000001,0.019875,198.74999999999997
36.400681495666504,1.996875,2.01775,0.020125,201.24999999999997
36.62903070449829,2.074125,2.094875,0.020875,208.75
36.858221769332886,2.090375,2.1121250000000003,0.021125,211.25
37.08647847175598,2.098,2.1205,0.02125,212.5
37.315003395080566,2.10225,2.1241250000000003,0.02125,212.5
37.54345369338989,2.1237500000000002,2.14475,0.021500000000000002,215.0
37.772446155548096,2.17,2.1925,0.022,219.99999999999997
38.00079417228699,2.18175,2.205375,0.022125,221.24999999999997
38.22913599014282,2.239875,2.2635,0.022625,226.24999999999997
38.46020317077637,2.242875,2.265,0.022625,226.24999999999997
38.68838381767273,2.2407500000000002,2.2635,0.02275,227.49999999999997
38.916463136672974,2.253875,2.2763750000000003,0.022875,228.74999999999997
39.14486813545227,2.25375,2.276625,0.022875,228.74999999999997
39.37525796890259,2.2687500000000003,2.29325,0.023,229.99999999999997
39.60440540313721,2.276875,2.3000000000000003,0.023125,231.24999999999997
39.83326578140259,2.322625,2.345375,0.0235,235.0
40.06144666671753,2.3235,2.349875,0.023625,236.25
40.29016184806824,2.3855,2.4090000000000003,0.024125,241.25
40.51886796951294,2.412875,2.43925,0.024625,246.25
40.74732756614685,2.496375,2.5220000000000002,0.025375,253.74999999999997
40.97554802894592,2.547,2.5765000000000002,0.026000000000000002,260.0
41.20368933677673,2.627125,2.65475,0.02675,267.49999999999994
41.43463110923767,2.659125,2.68925,0.027125,271.25
41.662842750549316,2.83575,2.865,0.028875,288.75
41.892035484313965,2.837,2.8657500000000002,0.028875,288.75
42.12101101875305,2.828625,2.857375,0.028875,288.75
42.34940052032471,2.828375,2.85825,0.028875,288.75
42.57761096954346,2.856625,2.886875,0.02925,292.5
42.806193828582764,2.9535,2.983625,0.03025,302.5
43.03530740737915,2.96675,2.997,0.030375,303.74999999999994
43.263574838638306,2.9918750000000003,3.023625,0.030625,306.24999999999994
43.49192214012146,3.063375,3.096375,0.0315,315.0
43.720438718795776,3.0700000000000003,3.101625,0.0315,315.0
43.94938921928406,3.1045000000000003,3.143125,0.032,320.0
44.17779541015625,3.17775,3.2105,0.032625,326.25
44.406407833099365,3.1895000000000002,3.2222500000000003,0.03275,327.5
44.635303258895874,3.201,3.234875,0.032875,328.75
44.86434745788574,3.206875,3.240125,0.033,330.0
45.09298396110535,3.223,3.255875,0.033125,331.25
45.32158851623535,3.217625,3.250625,0.033125,331.25
45.55001521110535,3.252875,3.298375,0.03375,337.5
45.77896809577942,3.294375,3.328375,0.034,340.0
46.00742316246033,3.294375,3.328375,0.034,340.0
46.23667550086975,3.2945,3.3285,0.034,340.0
46.46619510650635,3.294375,3.3285,0.034,340.0
46.69439721107483,3.2945,3.3285,0.034125,341.25
46.92353296279907,3.294375,3.3285,0.034,340.0
47.152676582336426,3.294375,3.3285,0.034125,341.25
47.38184952735901,3.294375,3.328375,0.034125,341.25
47.61025595664978,3.294375,3.3285,0.034125,341.25
47.838918685913086,3.29425,3.328375,0.034125,341.25
48.0678915977478,3.2840000000000003,3.31775,0.034,340.0
48.29594922065735,3.278875,3.31275,0.034,340.0
48.524334192276,3.2756250000000002,3.309375,0.034,340.0
48.7536416053772,3.2735,3.3075,0.034,340.0
48.98292922973633,3.27125,3.305125,0.034,340.0
49.21117305755615,3.26925,3.303375,0.034,340.0
49.43951892852783,3.267375,3.301,0.034,340.0
49.66841387748718,3.26575,3.29975,0.034,340.0
49.89698624610901,3.2635,3.297625,0.033875,338.75
50.12644982337952,3.262,3.29575,0.033875,338.75
50.35890054702759,3.2607500000000003,3.2945,0.034,340.0
50.58766055107117,3.259,3.292875,0.033875,338.75
50.816399574279785,3.25775,3.2915,0.034,340.0
51.044902324676514,3.2555,3.2895,0.033875,338.75
51.273133277893066,3.254875,3.2887500000000003,0.033875,338.75
51.50148415565491,3.2535000000000003,3.2875,0.033875,338.75
51.73113131523132,3.2520000000000002,3.286,0.033875,338.75
51.96001195907593,3.2515,3.285375,0.033875,338.75
52.188868045806885,3.250375,3.2840000000000003,0.033875,338.75
52.419106006622314,3.248625,3.282625,0.033875,338.75
52.64745330810547,3.247375,3.28125,0.033875,338.75
52.87666893005371,3.247125,3.280875,0.033875,338.75
53.10578274726868,3.24625,3.2800000000000002,0.033875,338.75
53.334893465042114,3.2447500000000002,3.2785,0.033875,338.75
53.562960624694824,3.244,3.278,0.033875,338.75
53.79265356063843,3.242875,3.2765,0.033875,338.75
54.02165961265564,3.2418750000000003,3.2756250000000002,0.033875,338.75
54.25027537345886,3.241375,3.27525,0.033875,338.75
54.4789879322052,3.240875,3.274625,0.033875,338.75
54.7076690196991,3.239875,3.27375,0.033875,338.75
