Time (s),Source voltage (V),Load voltage (V),Curr sense voltage (V),Current (mA)
0.02722024917602539,0.003981164383561644,0.39002568493150686,0.003981164383561644,39.81164383561644
0.2556467056274414,0.3937500000000001,0.38976883561643844,0.003981164383561644,39.81164383561644
0.483975887298584,0.3932363013698631,0.3895119863013699,0.003981164383561644,39.81164383561644
0.7123680114746094,0.39349315068493157,0.38964041095890417,0.003981164383561644,39.81164383561644
0.9407403469085693,0.3931078767123288,0.38925513698630143,0.003981164383561644,39.81164383561644
1.1686699390411377,0.39349315068493157,0.38964041095890417,0.003981164383561644,39.81164383561644
1.397099494934082,0.3933647260273973,0.38938356164383564,0.003981164383561644,39.81164383561644
1.6255533695220947,0.3933647260273973,0.3895119863013699,0.0038527397260273975,38.52739726027397
1.8540153503417969,0.3933647260273973,0.3895119863013699,0.003981164383561644,39.81164383561644
2.082491397857666,0.3932363013698631,0.38938356164383564,0.003981164383561644,39.81164383561644
2.310969829559326,0.3938784246575343,0.38964041095890417,0.003981164383561644,39.81164383561644
2.5395619869232178,0.3937500000000001,0.38976883561643844,0.003981164383561644,39.81164383561644
2.768394947052002,0.3936215753424658,0.38964041095890417,0.0038527397260273975,38.52739726027397
2.9967567920684814,0.3936215753424658,0.38964041095890417,0.003981164383561644,39.81164383561644
3.2250852584838867,0.3937500000000001,0.38964041095890417,0.003981164383561644,39.81164383561644
3.4534201622009277,0.3933647260273973,0.38938356164383564,0.0038527397260273975,38.52739726027397
3.6818714141845703,0.39349315068493157,0.38964041095890417,0.003981164383561644,39.81164383561644
3.9102628231048584,0.3932363013698631,0.38938356164383564,0.003981164383561644,39.81164383561644
4.138623237609863,0.3933647260273973,0.3895119863013699,0.0038527397260273975,38.52739726027397
4.36697793006897,0.3931078767123288,0.3895119863013699,0.003981164383561644,39.81164383561644
4.595394849777222,0.3932363013698631,0.38938356164383564,0.003981164383561644,39.81164383561644
4.823958873748779,0.3931078767123288,0.38925513698630143,0.003981164383561644,39.81164383561644
5.052281379699707,0.3933647260273973,0.3895119863013699,0.003981164383561644,39.81164383561644
5.280783414840698,0.39349315068493157,0.3895119863013699,0.003981164383561644,39.81164383561644
5.528087139129639,0.3933647260273973,0.38938356164383564,0.003981164383561644,39.81164383561644
5.756377458572388,0.3933647260273973,0.38925513698630143,0.003981164383561644,39.81164383561644
5.985004186630249,0.3932363013698631,0.38964041095890417,0.003981164383561644,39.81164383561644
6.213190793991089,0.3936215753424658,0.38989726027397265,0.003981164383561644,39.81164383561644
6.441457509994507,0.39349315068493157,0.38964041095890417,0.003981164383561644,39.81164383561644
6.670644044876099,0.3933647260273973,0.38938356164383564,0.0038527397260273975,38.52739726027397
6.899685859680176,0.3936215753424658,0.38964041095890417,0.003981164383561644,39.81164383561644
7.128430128097534,0.3936215753424658,0.38964041095890417,0.0038527397260273975,38.52739726027397
7.356607675552368,0.3936215753424658,0.38989726027397265,0.003981164383561644,39.81164383561644
7.585624694824219,0.3936215753424658,0.38964041095890417,0.003981164383561644,39.81164383561644
7.81403112411499,0.39297945205479456,0.3891267123287672,0.0038527397260273975,38.52739726027397
8.042891263961792,0.3933647260273973,0.38925513698630143,0.003981164383561644,39.81164383561644
8.271348476409912,0.3933647260273973,0.3895119863013699,0.0038527397260273975,38.52739726027397
8.504210233688354,0.3936215753424658,0.38964041095890417,0.003981164383561644,39.81164383561644
8.732569932937622,0.3933647260273973,0.3895119863013699,0.003981164383561644,39.81164383561644
8.960874080657959,0.39349315068493157,0.38938356164383564,0.0038527397260273975,38.52739726027397
9.189952373504639,0.3932363013698631,0.38925513698630143,0.0038527397260273975,38.52739726027397
9.41810417175293,0.3933647260273973,0.38938356164383564,0.003981164383561644,39.81164383561644
9.64615249633789,0.3932363013698631,0.38925513698630143,0.003981164383561644,39.81164383561644
9.874500036239624,0.3940068493150685,0.38989726027397265,0.0038527397260273975,38.52739726027397
10.10359239578247,0.39349315068493157,0.38964041095890417,0.003981164383561644,39.81164383561644
10.331999778747559,0.6730736301369864,0.6782106164383562,0.006934931506849316,69.34931506849315
10.5602126121521,1.3571917808219178,1.3573202054794522,0.013869863013698632,138.6986301369863
10.788421154022217,1.5382705479452057,1.5260702054794524,0.015539383561643836,155.39383561643837
11.016779661178589,1.655008561643836,1.6435787671232878,0.016695205479452056,166.95205479452054
11.2447829246521,1.662970890410959,1.649357876712329,0.016695205479452056,166.95205479452054
11.475492238998413,1.6512842465753428,1.6344606164383564,0.01656678082191781,165.66780821917808
11.704574346542358,1.6398544520547946,1.6250856164383563,0.016438356164383564,164.38356164383563
11.933199405670166,1.624957191780822,1.6085188356164386,0.016309931506849316,163.09931506849315
12.161317348480225,1.6076198630136989,1.590539383561644,0.016053082191780824,160.53082191780823
12.389457702636719,1.5914383561643837,1.57589897260274,0.015924657534246576,159.24657534246575
12.618549823760986,1.5928510273972605,1.5766695205479455,0.016053082191780824,160.53082191780823
12.847497701644897,1.587970890410959,1.5721746575342468,0.015924657534246576,159.24657534246575
13.07578182220459,1.585916095890411,1.569734589041096,0.015924657534246576,159.24657534246575
13.303905010223389,1.5848886986301374,1.5688356164383566,0.015924657534246576,159.24657534246575
13.53303861618042,1.5829623287671235,1.5674229452054795,0.015924657534246576,159.24657534246575
13.761229753494263,1.5802654109589043,1.564469178082192,0.015924657534246576,159.24657534246575
13.989344835281372,1.5787243150684935,1.5626712328767127,0.015924657534246576,159.24657534246575
14.2173752784729,1.5778253424657536,1.5620291095890413,0.015924657534246576,159.24657534246575
14.446695804595947,1.5773116438356165,1.56138698630137,0.015924657534246576,159.24657534246575
14.674736976623535,1.5765410958904111,1.5607448630136989,0.01579623287671233,157.9623287671233
14.90284538269043,1.576412671232877,1.560231164383562,0.01579623287671233,157.9623287671233
